,task_id,problem,seed,success,test_cases_passed,test_cases_total,runtime,local_tests,local_test_state,iteration_idx
28,time-to-cross-a-bridge,"
from typing import List
import heapq

def findCrossingTime(n: int, k: int, time: List[List[int]]) -> int:
    workers = sorted([(i, t[0] + t[2], t[0], t[1], t[2], t[3]) for i, t in enumerate(time)], key=lambda x: (x[1], x[0]))
    left_waiting = [(0, i) for i in range(k)]
    right_waiting = []
    left_working = []
    right_working = []
    current_time = 0
    boxes_moved = 0

    while boxes_moved < n or right_working or right_waiting:
        while left_working and left_working[0][0] <= current_time:
            _, i = heapq.heappop(left_working)
            heapq.heappush(left_waiting, (current_time, i))
        
        while right_working and right_working[0][0] <= current_time:
            _, i = heapq.heappop(right_working)
            heapq.heappush(right_waiting, (current_time, i))
        
        if right_waiting:
            _, i = heapq.heappop(right_waiting)
            current_time += workers[i][4]
            heapq.heappush(left_working, (current_time + workers[i][5], i))
            boxes_moved += 1
        elif left_waiting and boxes_moved < n:
            _, i = heapq.heappop(left_waiting)
            current_time += workers[i][2]
            heapq.heappush(right_working, (current_time + workers[i][3], i))
        else:
            if left_working:
                current_time = left_working[0][0]
            elif right_working:
                current_time = right_working[0][0]

    return current_time
",55,False,6,65,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert findCrossingTime(1, 3, [[1,1,2,1],[1,1,3,1],[1,1,4,1]]) == 6 # ERROR: This unit test fails. Output was 7, but expected value was: 6
assert findCrossingTime(3, 2, [[1,9,1,8],[10,10,10,10]]) == 50 # ERROR: This unit test fails. Output was 32, but expected value was: 50","(False, False)",0
29,time-to-cross-a-bridge,"from typing import List
import heapq

def findCrossingTime(n: int, k: int, time: List[List[int]]) -> int:
    workers = sorted([(i, t[0] + t[2], t[0], t[1], t[2], t[3]) for i, t in enumerate(time)], key=lambda x: (x[1], x[0]))
    left_waiting = [(0, i) for i in range(k)]
    right_waiting = []
    left_working = []
    right_working = []
    current_time = 0
    boxes_moved = 0
    last_worker_time = 0

    while boxes_moved < n or right_working or right_waiting:
        while left_working and left_working[0][0] <= current_time:
            _, i = heapq.heappop(left_working)
            heapq.heappush(left_waiting, (current_time, i))
        
        while right_working and right_working[0][0] <= current_time:
            _, i = heapq.heappop(right_working)
            heapq.heappush(right_waiting, (current_time, i))
        
        if right_waiting:
            _, i = heapq.heappop(right_waiting)
            current_time += workers[i][4]
            heapq.heappush(left_working, (current_time + workers[i][5], i))
            boxes_moved += 1
            last_worker_time = current_time
        elif left_waiting and boxes_moved < n:
            _, i = heapq.heappop(left_waiting)
            current_time += workers[i][2]
            heapq.heappush(right_working, (current_time + workers[i][3], i))
        else:
            if right_waiting:
                current_time = right_waiting[0][0]
            elif left_working and right_working:
                current_time = min(left_working[0][0], right_working[0][0])
            elif left_working:
                current_time = left_working[0][0]
            elif right_working:
                current_time = right_working[0][0]
            else:
                break

    return last_worker_time  # Correct final time calculation",55,False,6,65,,,,1
30,check-if-point-is-reachable,"
def isReachable(targetX: int, targetY: int) -> bool:
    def gcd(a, b):
        while b:
            a, b = b, a % b
        return a

    # Reduce targetX and targetY by dividing by 2 until they are odd
    while targetX % 2 == 0:
        targetX //= 2
    while targetY % 2 == 0:
        targetY //= 2

    # Check if the gcd of the reduced targetX and targetY is 1
    return gcd(targetX, targetY) == 1

# Example usage:
# print(isReachable(6, 9))  # Output: False
# print(isReachable(4, 7))  # Output: True
",55,True,60,60,40 ms,"**Tests that the code passed:**

assert isReachable(6, 9) == False
assert isReachable(4, 7) == True

**Tests that the code failed:**

No tests failed.
","(True, True)",0
31,check-if-point-is-reachable,"from math import gcd

def isReachable(targetX: int, targetY: int) -> bool:
    # If the GCD of targetX and targetY is a power of 2, then the point (targetX, targetY) is reachable from (1, 1)
    def isPowerOfTwo(n):
        return (n & (n - 1)) == 0 and n > 0

    return isPowerOfTwo(gcd(targetX, targetY))

# Example usage:
# print(isReachable(6, 9))  # Output: False
# print(isReachable(4, 7))  # Output: True",55,True,60,60,35 ms,"**Tests that the code passed:**

assert isReachable(6, 9) == False
assert isReachable(4, 7) == True

**Tests that the code failed:**

No tests failed.
","(True, True)",1
32,minimum-cost-to-split-an-array,"
from typing import List
from collections import defaultdict

def minCost(nums: List[int], k: int) -> int:
    def importance_value(subarray: List[int]) -> int:
        count = defaultdict(int)
        for num in subarray:
            count[num] += 1
        trimmed_length = sum(v for v in count.values() if v > 1)
        return k + trimmed_length

    n = len(nums)
    dp = [float('inf')] * (n + 1)
    dp[0] = 0

    for i in range(1, n + 1):
        for j in range(i):
            dp[i] = min(dp[i], dp[j] + importance_value(nums[j:i]))

    return dp[n]
",55,False,34,59,,"**Tests that the code passed:**

assert minCost([1,2,1,2,1,3,3], 2) == 8
assert minCost([1,2,1,2,1], 2) == 6
assert minCost([1,2,1,2,1], 5) == 10

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
33,minimum-cost-to-split-an-array,"from typing import List
from collections import defaultdict

def minCost(nums: List[int], k: int) -> int:
    def importance_value(subarray: List[int], freq: defaultdict) -> int:
        trimmed_length = sum(v for v in freq.values() if v > 1)
        return k + trimmed_length

    n = len(nums)
    dp = [float('inf')] * (n + 1)
    dp[0] = 0

    for i in range(1, n + 1):
        freq = defaultdict(int)
        for j in range(i, 0, -1):
            freq[nums[j-1]] += 1
            dp[i] = min(dp[i], dp[j-1] + importance_value(nums[j-1:i], freq))

    return dp[n]",55,False,42,59,,"**Tests that the code passed:**

assert minCost([1,2,1,2,1,3,3], 2) == 8
assert minCost([1,2,1,2,1], 2) == 6
assert minCost([1,2,1,2,1], 5) == 10

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
34,difference-between-maximum-and-minimum-price-sum,"
from typing import List

def maxOutput(n: int, edges: List[List[int]], price: List[int]) -> int:
    from collections import defaultdict, deque
    
    # Build the adjacency list for the tree
    tree = defaultdict(list)
    for a, b in edges:
        tree[a].append(b)
        tree[b].append(a)
    
    # Function to perform DFS and calculate the maximum and minimum path sums
    def dfs(node, parent):
        max_sum = price[node]
        min_sum = price[node]
        for neighbor in tree[node]:
            if neighbor == parent:
                continue
            child_max, child_min = dfs(neighbor, node)
            max_sum = max(max_sum, price[node] + child_max)
            min_sum = min(min_sum, price[node] + child_min)
        return max_sum, min_sum
    
    max_cost = 0
    # Try rooting the tree at each node and calculate the cost
    for root in range(n):
        max_sum, min_sum = dfs(root, -1)
        max_cost = max(max_cost, max_sum - min_sum)
    
    return max_cost
",55,False,37,58,,"**Tests that the code passed:**

assert maxOutput(6, [[0,1],[1,2],[1,3],[3,4],[3,5]], [9,8,7,6,10,5]) == 24
assert maxOutput(3, [[0,1],[1,2]], [1,1,1]) == 2

**Tests that the code failed:**

No tests failed.
","(True, True)",0
35,difference-between-maximum-and-minimum-price-sum,"from typing import List
from collections import defaultdict

def maxOutput(n: int, edges: List[List[int]], price: List[int]) -> int:
    # Build the adjacency list for the tree
    tree = defaultdict(list)
    for a, b in edges:
        tree[a].append(b)
        tree[b].append(a)
    
    # Function to perform DFS and calculate the maximum and minimum path sums
    def dfs(node, parent):
        max_sum = price[node]
        min_sum = price[node]
        for neighbor in tree[node]:
            if neighbor == parent:
                continue
            child_max, child_min = dfs(neighbor, node)
            max_sum = max(max_sum, price[node] + child_max)
            min_sum = min(min_sum, price[node] + child_min)
        return max_sum, min_sum
    
    # Memoization to store intermediate results
    memo = {}
    
    def memoized_dfs(node, parent):
        if (node, parent) in memo:
            return memo[(node, parent)]
        max_sum, min_sum = dfs(node, parent)
        memo[(node, parent)] = (max_sum, min_sum)
        return max_sum, min_sum
    
    max_cost = 0
    # Try rooting the tree at each node and calculate the cost
    for root in range(n):
        max_sum, min_sum = memoized_dfs(root, -1)
        max_cost = max(max_cost, max_sum - min_sum)
    
    return max_cost",55,False,37,58,,"**Tests that the code passed:**

assert maxOutput(6, [[0,1],[1,2],[1,3],[3,4],[3,5]], [9,8,7,6,10,5]) == 24
assert maxOutput(3, [[0,1],[1,2]], [1,1,1]) == 2

**Tests that the code failed:**

No tests failed.
","(True, True)",1
36,maximize-the-minimum-powered-city,"
from typing import List

def maxPower(stations: List[int], r: int, k: int) -> int:
    def canAchieve(min_power: int) -> bool:
        additional_stations = [0] * len(stations)
        current_power = 0
        total_additional = 0
        
        for i in range(len(stations)):
            if i > r:
                current_power -= additional_stations[i - r - 1]
            
            current_power += stations[i]
            
            if current_power < min_power:
                needed = min_power - current_power
                if total_additional + needed > k:
                    return False
                additional_stations[min(i + r, len(stations) - 1)] += needed
                current_power += needed
                total_additional += needed
        
        return True
    
    left, right = 0, sum(stations) + k
    while left < right:
        mid = (left + right + 1) // 2
        if canAchieve(mid):
            left = mid
        else:
            right = mid - 1
    
    return left
",55,False,2,30,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert maxPower([1,2,4,5,0], 1, 2) == 5 # ERROR: This unit test fails. Output was 3, but expected value was: 5
assert maxPower([4,4,4,4], 0, 3) == 4 # ERROR: This unit test fails. Output was 7, but expected value was: 4","(False, False)",0
37,maximize-the-minimum-powered-city,"from typing import List

def maxPower(stations: List[int], r: int, k: int) -> int:
    def canAchieve(min_power: int) -> bool:
        additional_stations = [0] * len(stations)
        current_power = 0
        total_additional = 0
        window_sum = sum(stations[:r+1])
        
        for i in range(len(stations)):
            if i > r:
                window_sum -= stations[i - r - 1] + additional_stations[i - r - 1]
            if i + r < len(stations):
                window_sum += stations[i + r] + additional_stations[i + r]
            
            if window_sum < min_power:
                needed = min_power - window_sum
                if total_additional + needed > k:
                    return False
                if i + r < len(stations):
                    additional_stations[i + r] += needed
                    window_sum += needed
                total_additional += needed
        
        return True
    
    left, right = 0, sum(stations) + k
    while left < right:
        mid = (left + right + 1) // 2
        if canAchieve(mid):
            left = mid
        else:
            right = mid - 1
    
    return left",55,False,4,30,,,,1
38,count-anagrams,"
from collections import Counter
from math import factorial

MOD = 10**9 + 7

def countAnagrams(s: str) -> int:
    def count_word_anagrams(word):
        freq = Counter(word)
        word_len = len(word)
        denom = 1
        for count in freq.values():
            denom *= factorial(count)
        return factorial(word_len) // denom

    words = s.split()
    result = 1
    for word in words:
        result *= count_word_anagrams(word)
        result %= MOD

    return result

# Example usage:
# print(countAnagrams(""too hot""))  # Output: 18
# print(countAnagrams(""aa""))       # Output: 1
",55,False,0,41,,"**Tests that the code passed:**

assert countAnagrams(""too hot"") == 18
assert countAnagrams(""aa"") == 1

**Tests that the code failed:**

No tests failed.
","(True, True)",0
39,count-anagrams,"from collections import Counter
from math import factorial

MOD = 10**9 + 7
MAX_LEN = 10**5

# Precompute factorials and modular inverses
factorials = [1] * (MAX_LEN + 1)
inv_factorials = [1] * (MAX_LEN + 1)

for i in range(2, MAX_LEN + 1):
    factorials[i] = factorials[i - 1] * i % MOD

inv_factorials[MAX_LEN] = pow(factorials[MAX_LEN], MOD - 2, MOD)
for i in range(MAX_LEN - 1, 0, -1):
    inv_factorials[i] = inv_factorials[i + 1] * (i + 1) % MOD

def countAnagrams(s: str) -> int:
    def count_word_anagrams(word):
        freq = Counter(word)
        word_len = len(word)
        denom = 1
        for count in freq.values():
            denom = denom * inv_factorials[count] % MOD
        return factorials[word_len] * denom % MOD

    words = s.split()
    result = 1
    for word in words:
        result = result * count_word_anagrams(word) % MOD

    return result

# Example usage:
# print(countAnagrams(""too hot""))  # Output: 18
# print(countAnagrams(""aa""))       # Output: 1",55,False,0,41,,"**Tests that the code passed:**

assert countAnagrams(""too hot"") == 18
assert countAnagrams(""aa"") == 1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
